272,1468,119
2598,5862,162
45,40,61
1338,16318,499
638,5016,263
584,2055,327
347,2690,79
247,1260,41
703,2934,250
229,1123,21
39226,14272,998
404,1589,132
696,1559,52
50,73,36
1159,4774,561
301,1417,120
145199,7632,95
647,2342,307
21,85,2
176,545,71
1965,5328,1081
4799,22282,2142
3466,3762,2721
945,3495,206
280,1742,44
225,3538,91
318,1298,108
302,1616,45
12,42,0
3442,19545,1084
420,1787,196
326,1432,96
1908,5710,1177
1581,9790,444
438,2580,110
431,4275,86
394,1721,53
934,3430,343
382537,4332,69
8372,5296,643
8677,16354,212
2731,11008,1311
763,3070,202
259,988,67
92,2653,7616
3335,17507,230
55752,1282,60
20,107,31
88,32,51
2007,21805,174
350,2788,20
656,2969,348
518,3207,158
1216,10353,129
521,5128,427
107,82,88
729,2756,367
607,2777,147
629,1229,926
147,123,311
842,3427,918
65,680,82
3719,969,4
474,1343,197
1526,5752,542
784,4424,247
998,2095,552
1282,5840,461
209,1132,52
1090,6589,229
1416,19641,134
19913,6625,1788
228,235,553
329,3056,30
102,867,63
829,2133,532
5792,4396,3102
253,616,48
332,949,445
234,1004,240
592,2403,238
6939,41520,4155
1656,10059,541
764,2378,209
79,89,40
295,241,240
908,3353,277
33558,139,71
6016,19315,19
557,2779,212
402,2055,89
752,5369,170
227,888,30
756,1674,446
35711,18333,145
2286,1684,1891
628,1356,378
3608,20328,585
168,906,3635
90,416,7228
93,211,42
413,2558,64
7238,22234,4347
1570,9832,477
977,1828,4264
29,37,7210
1262,314,1018
669,3117,352
908,4797,156
666,2621,154
367,1751,82
869,5674,188
427,3395,82
532,4511,73
275,1509,64
386,1729,151
60,40,38
890,3664,278
765,2595,321
1952,3269,266
810,4228,240
1271,6609,234
2159,7100,964
2316,8465,1060
898,4712,284
341,1565,31
40,31,39
44,52,3632
1297,7255,396
1271,6609,234
715,5559,211
87,57,95
255,1618,90
833,922,630
1203,1431,924
3570,12819,624
80174,16137,2188
1858,3258,1377
1239,3399,201
224,1257,84
1993,8006,1148
4686,10632,1543
1107,2773,27
5422,32148,90
139,897,50
12,49,3
617,2312,318
3950,18315,40
1792,17580,164
1385,10499,192
6931,22043,304
71,737,0
19,169,0
2712,14987,1110
82520,27971,9154
2019,11933,1837
1841,6019,935
57,40,89
678,1596,412
67269,15261,339
179,147,140
791,2891,322
938,4441,303
7405,9235,7459
216,634,94
737,3411,783
676,2415,311
1294,4154,751
42,38,57
335,787,176
955,7673,593
1654382,24893,1051
3930,18854,1531
11,658,2984
4528,24738,3015
1431,8577,333
4069,19926,1507
1342,8689,601
4783,10280,1624
2378,13445,143
4907,14121,624
1862,9786,720
1479,10487,244
55056,23620,1255
5241,21808,1712
150,569,36
385,1235,86
8,24,0
576,3484,81
3990,15135,4338
92832,13879,408
34,1406,24
5934,11106,356
5977,17626,7130
504,1384,301
4893,21508,3509
1486,6572,555
24174,27405,738
1460,13896,101
223,334,19
1599,12272,347
824,5632,53
9046,2424,4748
1610,803,132
960,5060,288
3614,1476,27
5765,7572,506
67377,16887,777
199,812,1
895,2591,524
441,1521,62
1370,9412,366
2392,1624,2096
370,2259,11
2753,9861,1672
1355,3709,352
241,976,86
1433,5950,241
899,7547,167
64406,28532,211
1652,2665,995
1017,5478,281
266,1288,49
402,2162,162
2246,12724,2146
340,2121,41
1989,6350,591
724,6384,83
735,2912,786
1363,2664,89
131,465,34
864,5158,109
3037,16429,1444
15,7240,0
7260,9226,836
992,6576,862
6731,63629,1277
351,881,79
350,1025,56
441,1613,26
903,1378,645
1207,3658,354
1394,4975,279
669,6962,47
1528,3271,739
858,3709,289
57489,5622,273
302,984,37
1322,12105,195
1031,6296,994
656,4468,189
731,6151,170
685,2943,200
1366,10010,605
64,33,57
5318,33120,619
27,1793,33098
4975,10806,4377
874,5135,683
1374,8480,80
2444,10236,998
823,4520,144
2083,595,113
771,3767,196
835809,6268,62
1455,10006,451
36,220,5
265,936,60
1789,17583,1257
5088,23040,2273
1218,8445,1004
1321,7794,265
364,1331,75
3813,4695,3518
1059,2385,649
2679,9073,1954
46,22,42
1705060,13028,196
77,30,69
114,38,100
1073,4089,27
253,2103,18
779,6681,108
1281,11146,55
38991,14026,4553
1313,10636,669
1038,3906,337
229,988,75
1638,5406,678
2726,14478,609
923,5058,191
378,2830,91
1519,7582,372
184,38,180
989,1929,54
1099,8041,127
771,3710,78
9857,6585,2069
3512,20169,1905
1176,2675,694
2230,9322,2226
159562,16492,953
15786,27106,241
1100,5273,194
285,1498,109
696,455,629
1041,4264,287
121,23,110
58,88,38
459,2663,166
257146,2965,100
1526,877,1090
860,2902,235
919,4034,490
612,2407,210
689,2530,249
490,2797,98
14142,19873,590
160411,3931,496
1438,12330,150
114,24,112
11319,14810,9913
1819,9850,293
37585,5165,710
413,2440,130
780,2158,365
2384,8919,518
62055,21310,5660
1999,9292,403
339,1222,118
558905,429,190
727,4230,207
1485,6880,608
1338,8482,363
828,3910,229
83393,15648,663
27,72,10
1592,2364,686
8799,4133,122
509,344,33
5890,8661,5085
1073,5451,318
1201,3667,684
10654,7539,508
2544,19926,1729
909,7290,404
36,84,11
107069,14025,28
1541,1285,132
43289,21516,376
877,4124,86
680,3975,77
1278,14465,171
425099,10360,353
1450,13870,76
2848,15239,610
2880,9980,854
1441,3494,73
502,2976,60
785,3396,158
5058,1365,36
688,783,488
419,2650,104
1348,330,942
48847,8022,402
391,2380,61
20727,10748,85
1236,7266,307
1873,4674,81
1350,2076,56
961,6693,346
19589,34634,12912
1040,6288,294
586,1759,368
748,8807,110
3024,12220,1203
542,1616,117
1300,2614,944
3818,21367,358
2417,8145,527
1632,6595,555
721,3800,84
619,1170,117
624,5180,79
659,1820,48
1476,5205,792
768,5706,72
5662,29203,13
797,1952,446
422,897,253
507,2278,109
788,3626,1571
5443,5164,4706
627,272,86
2735,14151,2100
67479,7881,506
9273,5513,397
46,83,7230
30,91,3609
5646,1621,194
1027,1699,163
226,968,86
1094,4222,19
800,5218,334
17380,7614,627
264388,8593,86
1145,10352,280
2293,13319,568
1465,2708,790
7783,23694,689
1189,6222,1806
659,837,51
721,4865,225
2189,4503,1825
1036,5190,95
2273,114,744
1202,127,1201
780,4227,47
72,56,58
15,125,1
57959,141,4753
2293,28654,190
1158,10930,246
2333,13616,516
1246,3959,629
131,426,75
1790,10908,253
1318,4734,966
3373,6259,109
3380,11274,564
2333,6806,1291
91403,10555,1707
234621,5204,14
970,2473,876
1007,9179,161
58,404,56
120,1071,10
46118,23917,16
1767,7555,2804
11,33,0
716,4265,294
154,50,110
39529,5301,486
1433,12396,184
1059,6541,106
1816,11364,137
1673,12225,461
1836,6076,406
1667,11005,118
56276,38764,1783
1155,8351,163
887,9781,141
4802,237,594
9899,679,12
292,1126,87
9842,13282,354
2008,10860,536
235,1013,2164
4186,18026,2524
1714,11222,359
46,25,46
1853,633,1760
335,9007,2145
386,2383,117
9675,8633,1040
164777,6505,319
1615,11500,333
1773,12573,287
252,2075,39
933,9881,139
229,711,45
784,4246,323
842,4145,347
682,3197,171
161321,10931,275
52111,23067,559
7755,7770,452
2024,15257,745
1814,8101,361
6024,4598,5375
775,3979,4375
23289,400,12
6032,45192,1492
649,2440,305
11,39,1862
667,3767,112
6610,14010,189
8412,80736,3481
2003,14884,95
684,4357,179
2662,26374,305
972,5075,201
181,2623,2876
3231,7208,312
566,5036,39
226,1000,28
1364,15422,355
8,171,151
22,95,8
5483,16942,1102
3442,9577,194
1534,5716,129
5619,3609,352
1116,3583,389
18346,27145,73
248,1080,83
1939,6946,310
501,1418,169
1263,6303,518
3606,7835,2571
356,2070,65
549,2336,154
462,1975,204
72204,9422,170
281,1342,48
2290,8866,732
197,1261,20
202,1030,23
1394,5856,466
410,2225,120
245,2825,32
5522,85,0
519,2927,196
1718,10014,608
1063,3079,457
1020,4778,409
4345,2668,120
589341,15896,305
1226,23,1222
80,342,47
677,2569,110
616,1490,258
82,347,1
283,1303,35
58,219,30
1942,3676,1092
79,347,20
347910,7175,15
108510,44978,4867
964,3477,347
19,49,5
2025,10155,318
1306,2314,194
29,98,1
93174,5669,176
87,62,68
314730,59,17
6428,29966,232
156829,45,89
527,1698,75
369,1127,196
1139,1361,312
374,658,184
3119,5522,1361
1073,3209,463
784,1511,564
14,41,0
998,1813,167
1452,3876,670
3084,14284,409
1149,3698,312
239,650,92
10790,24485,729
902,2642,430
78,394,30
22,23,15
37,24,25
2370,3257,654
378,953,28
1450,5444,562
2296,9423,143
77,564,32
1528,9328,321
1366,11259,189
3047,5629,1043
26,24,18
4491,12330,2833
842,8202,989
97,653,24
39,113,14
2433,18525,602
2202,8962,230
3215,15086,1046
633,3914,67
836,4806,203
340,2208,46
153,153,112
4294,3691,956
1513,7209,298
2516,13025,1968
5873,19344,342
487,801,435
1872,2788,977
1201,4727,293
23660,7530,44
17601,12059,1141
1298,3909,802
3203,18926,1084
277807,20153,1047
1593,6122,824
4290,2570,7085
1282,6356,168
66,611,4
599,6246,25
38476,571,281
269,1586,131
740,4642,324
582,2300,200
242,626,49
2214,8946,859
482,1939,218
555,1748,253
75,59,56
581,2417,271
659,2620,311
211,1114,31
566,2105,223
2013,7215,1074
477,3118,48
696,1540,423
2783,8786,1222
2668,8566,1626
613,1380,115
602,2775,105
454,2629,98
2558,3138,44
4608,15868,46
12473,20293,7138
371290,18622,931
65,538,3630
187708,1608,173
2331,10450,584
72,52,63
2229,29908,82
598,16423,6036
621,6913,79
585,3426,88
24,93,68460
2081,20735,328
608,5030,61
738,3094,106
61234,3706,84
1362,6088,289
1935,7277,60
2178,7487,35
2549,4648,147
1056,6154,358
278,1752,39
3851,12967,372
336,290,28
496,3391,50
8152,9418,243
1467,5000,34
9494,5734,9489
3712,13895,2006
1932,4879,36
4185,1911,387
1291,394,158
2987,11005,993
697,7223,151
632,3674,177
23965,2141,29
96,489,1
212,610,22
1125197,4190,325
3029,3027,96
1664,3539,216
17236,80860,2318
803545,3760,17
3803,3197,173
1961,6918,67
4161,18030,224
1321,1721,100
171440,24973,1459
12599,14595,94
2229,12889,1088
690947,2516,49
113,493,6
36761,3921,118
4048,18720,796
579,1758,420
888,5641,146
698,3709,65
702,4674,102
1983,7963,82
1024,5330,411
3705,3633,545
1080,34,259
723,271,14
338,1299,91
505,4030,53
643,256,16
1706,7055,39
333,2504,298
1138,327,59
32,384,16
120,283,9
458,872,224
686316,20730,268
911,1553,35
11958,12620,7494
63224,10788,223
1437,1272,0
1456,2123,107
845,2597,397
3383,8049,1378
980,4763,340
1743,10131,130
13385,7459,226
1577,5834,777
465,1608,93
909,9542,76
2639,15503,576
827,6126,18
1296,10034,256
2723,6171,1683
2989,1545,61
62244,2192,196
240,938,93
7343,19478,248
1547,2998,1023
551,2848,144
856,3726,195
1343,16202,77
116,65,96
720,5106,229
2472,15618,727
1179,4706,415
965,6712,179
1782,6741,498
242441,9604,114
1305,5067,581
1852,11653,774
16,28,2
42,391,7
139,641,13
710,3417,173
1657,5939,29
110,933,8
146,457,19
53,22,44
55,199,7209
67,36,44
663,3255,127
4941,476,11
474,2490,76
16472,2419,501
1290,7468,473
825,3311,283
2611,12731,1009
10048,4713,3924
630,1420,256
283,267,230
400,1656,80
811268,27997,591
369,5776,63
151227,298,239
368,3234,85
1695,6373,861
370,2532,29
2072,14697,343
13,2439,4203
3255,38221,520
458,4968,72
2576,35913,393
2463,9728,18
3461,6532,2491
28799,9900,624
1495,10899,322
744,2626,61
83013,11522,254
291,1457,72
1572,6844,770
239958,5436,332
1495,4833,94
1019,10380,272
1699,7130,737
587,1898,241
2647,7930,57
1042,3696,471
633,4178,196
6373,6842,647
5564,11581,326
593,3783,159
3393,16646,1327
629,3907,189
732,6838,55
7330,1278,87
2065,13059,448
298,2399,65
565,2398,11192
18,92,3611
6870,17552,412
61,61,13
13,41,6
35,26,23
918,3225,455
17417,15719,2793
10240,10505,191
3192,4988,229
15450,15157,172
814,4860,213
1615,4902,576
1248,6573,263
864,3386,356
102,495,25
83,56,75
333,1112,112
171646,4509,54
317,112,294
4929,11446,3187
554,3155,79
681064,33103,154
923,2150,543
2282,6376,1199
12512,552,5690
200,297,106
8618,37217,5924
1163,4827,213
40,101,29
4121,22832,1537
8497,2767,145
532,4047,205
7759,108840,1052
1212,12792,96
485,3145,210
1133,5596,16
630,9081,24
2195,23020,444
2650,22763,11
958,5374,27
745,3906,13
1678306,23412,489
200,665,48
917,2317,435
638,2550,56
50790,13859,49690
747,7479,122
12402,11853,279
12585,21034,571
3694,14513,1325
110203,19501,62
14852,23885,208
120,903,22
3759,5189,3242
1224,8858,567
3,752,369
764,4510,217
3,6873,2947
650,701,589
555,2609,3712
436,1937,3775
88,24,3678
1351,17059,207
155,1048,3630
1547,3157,4718
118,1047,3627
1419,14430,247
276,3278,38
907,7107,498
61,23,7250
5096,25144,4822
9271,18655,164
966,6923,51
102,260,14
862,2913,479
1114,8950,226
700,3955,130
384,1635,89
327,1558,129
2556,9901,89
1289,4486,524
843,2407,238
476,1810,78
1074,5230,323
305,1304,41
69736,2337,153
1238,831,92
2662,7811,0
192379,8184,54
383,2166,46
883,3470,188
2552,3180,8
436,2208,36
72,22,3666
50,25,36
171,32,162
56,112,3644
49,61,29
83,930,40
1673,9885,649
214893,5669,3
254,1496,64
682,5145,59
794,5090,53
725,2776,334
4090,2931,4006
2643,16817,405
433,2769,126
2621,15954,782
1899,8453,581
780,2659,268
851,5259,186
691,2719,204
1117,8011,154
239653,26563,1327
1131,3122,435
2943,16938,699
341,652,175
4019,35842,252
974,2247,271
1222,917,222
8083,677,53
1306,9165,252
37,52,28
848,4140,256
6589,92642,1121
326683,10784,430
1006,3836,502
369,1886,45
8039,10890,585
1139,8228,398
1010,3383,298
153628,737,32
809,2687,215
626,4414,154
1660,5960,67
1289,7365,242
107,23,105
228,38,223
416640,16321,42
1351,11020,383
7476,28,7468
18206,22363,2313
916,4439,341
1201,5303,476
3402,4605,2905
2488,7642,1273
13486,5241,86
630,3291,132
1153,2115,204
1004,1491,756
671,2712,156
2338,8157,417
846,2436,210
381,1693,46
911,5491,175
475,2854,127
2105721,3804,517
2698,6868,332
1011,166,68
30,27,29
425,2128,117
18131,165,16
429,1809,139
1349,21470,17
793,8556,83
27982,30133,26111
542,3488,3717
519,3029,3898
553,4295,62
362,2209,49
141,880,7297
119,72,3701
475,3465,35
360,1912,3687
663,2603,274
553,5053,95
910,1439,18558
863,4047,286
531,3741,168
47,225,3605
502,2164,187
594,3174,117
657,3307,262
171,333,20
958,2134,4164
833,5067,3691
485,3070,96
1898,8109,831
575,2796,161
100,68,91
60,85,29
224,1005,25
299,1113,53
844,6066,120
58638,10666,1190
634,3470,3726
1775,1865,166
446,1607,151
1309,5839,4058
882,4151,298
2007,8657,240
459,2303,99
115,1305,28
1632,3987,530
2285,20850,211
13249,2007,256
336,986,189
2383,4857,1108
365445,4178,25
1335,1768,994
812,431,802
165,879,91
168492,19760,119
2138,3152,1495
1634,3473,662
482,2542,113
794,3680,221
1827,7408,835
353,1723,31
2985,6734,907
1549,1908,244
504,6368,10
4,3250,473
1734,21256,123
116,216,3
954,3638,378
39230,2315,71
953,7507,211
1163,6224,3841
259,1857,3643
1573,4261,4656
1186,8083,327
2433,3769,5443
1136,6368,312
1842,6476,4484
10578,6226,293
99356,1424,3627
629,2088,3944
281,1403,57
3006,2415,2560
743,4186,215
784,1329,538
150339,5192,309
480,1443,198
2242,3347,344
67,26,70
14739,57350,213
14104,3087,144
1352,6658,7498
405,152,3949
68140,3246,78
77419,21520,342
1293,4887,352
1689,6973,818
325,292,323
959,7264,196
2509,2403,2120
49,30,40
44,87,35
13130,7551,132
1207,4679,217
1123,5765,358
180938,14842,187
1164,5231,308
6886,5783,70
2140,7034,5
568,444,464
1567,8529,463
634,2369,231
3983,3750,3529
2538,26358,772
165,1152,81
1391,17603,164
1185,17362,4
560,4577,141
2415,32198,236
522,3550,84
452,2236,123
750,6068,77
125,43,243
570,2500,204
542,3474,90
208020,2714,66
934,3650,515
4385,24382,582
57040,12922,444
364,1986,91
249,1234,62
1688,9035,507
1154,3962,505
802,3381,262
779,4273,120
921,7128,129
3139,3991,1306
8153,1585,8152
146644,18106,1308
2563,3854,213
962,4153,232
996,2963,22
1111,22,1108
915,26,909
366,3586,35
7806,3558,7440
413,2160,72
789,5227,148
81,79,69
4311,2503,3679
1106,8030,435
715,2191,167
15352,24143,12535
3374,1934,3118
574,3607,126
3715,1515,1053
2616,7527,437
2381,6106,1403
608,2683,118
322,2285,107
1816,7653,1547
10795,1034,51
2134,3999,554
11876,3772,193
608989,22756,714
1642,3955,2953123210
1834,10221,526
491,1948,1478312255
719,2704,493
6208,9473,4315
1717,6111,865
3085,13397,1194
4532,16028,2671
2009,12617,888
508,2985,59
31962,3851,39
1299,11010,110
434,2302,57
942,3742,218
676,3925,177
913,7732,276
345,2371,23
496,2578,122
355,1469,182
611,3816,85
865,3959,248
394956,14411,5535
216,1140,165
360,2178,60
322,1734,98
1116,6799,242
242,2215,68
868,4738,263
37213,17743,36463
1008,5482,185
531,2355,210
361,2470,30
884,2795,48
5331,9883,3825
1695,9451,371
734,2462,113
346,1615,54
372,2437,37
996,3254,285
1083,4247,475
433,1164,215
554,2194,54
883,4123,150
1918,7286,622
1624,3003,648
432,1302,174
436,1679,473
3498,14720,436
